Entity,Code,Year,"Homicide rate per 100,000 population - Female - All ages"
India,IND,2011,3.0839176
India,IND,2012,2.997006
India,IND,2013,2.8712306
India,IND,2014,2.894425
India,IND,2015,2.6729825
India,IND,2016,2.7605011
India,IND,2017,2.6470451
India,IND,2018,2.6038144
India,IND,2019,2.577569
India,IND,2020,2.4257743
India,IND,2021,2.4979246
Iran,IRN,2013,0.75605327
Iran,IRN,2014,0.5690348
Iraq,IRQ,2008,4.271075
Iraq,IRQ,2009,6.2521853
Iraq,IRQ,2010,3.0689332
Iraq,IRQ,2011,3.0169013
Iraq,IRQ,2012,2.99924
Iraq,IRQ,2013,3.0385706
Ireland,IRL,1990,0.1321934
Ireland,IRL,1991,0.43494883
Ireland,IRL,1992,0.30195504
Ireland,IRL,1993,0.33649507
Ireland,IRL,1994,0.27914208
Ireland,IRL,1995,0.3534036
Ireland,IRL,1996,0.98081905
Ireland,IRL,1997,0.6217593
Ireland,IRL,1998,0.35021803
Ireland,IRL,1999,0.3290638
Ireland,IRL,2000,0.41076887
Ireland,IRL,2001,0.40492323
Ireland,IRL,2002,0.5553171
Ireland,IRL,2003,0.4127772
Ireland,IRL,2004,0.24684635
Ireland,IRL,2005,0.3976216
Ireland,IRL,2006,0.767079
Ireland,IRL,2007,0.51122713
Ireland,IRL,2008,0.4460445
Ireland,IRL,2009,0.43062282
Ireland,IRL,2010,0.31776682
Ireland,IRL,2011,0.065479726
Ireland,IRL,2012,0.55065876
Ireland,IRL,2013,0.3386909
Ireland,IRL,2015,0.29689693
Ireland,IRL,2016,0.08396514
Ireland,IRL,2017,0.6225433
Ireland,IRL,2018,0.40980348
Ireland,IRL,2019,0.3237713
Ireland,IRL,2020,0.24040364
Ireland,IRL,2021,0.27826285
Israel,ISR,1993,1.3093691
Israel,ISR,1994,1.0829678
Israel,ISR,1999,0.70938873
Israel,ISR,2000,1.257066
Israel,ISR,2001,1.2014769
Israel,ISR,2002,1.1484185
Israel,ISR,2003,1.097247
Israel,ISR,2004,0.92803204
Israel,ISR,2005,1.412306
Israel,ISR,2006,1.0703634
Israel,ISR,2007,0.76792485
Israel,ISR,2008,0.81081516
Israel,ISR,2009,0.7420101
Israel,ISR,2010,0.86443627
Israel,ISR,2011,0.9029975
Israel,ISR,2012,0.6267842
Israel,ISR,2013,0.8988406
Israel,ISR,2014,0.5808088
Israel,ISR,2015,0.5955969
Israel,ISR,2016,0.56061804
Israel,ISR,2017,0.55086774
Israel,ISR,2018,0.61223316
Israel,ISR,2019,0.43978027
Israel,ISR,2020,0.5235319
Israel,ISR,2021,0.60498685
Italy,ITA,1990,0.70757586
Italy,ITA,1991,0.79003185
Italy,ITA,1992,0.73546106
Italy,ITA,1993,0.6672375
Italy,ITA,1994,0.5307255
Italy,ITA,1995,0.681318
Italy,ITA,1996,0.73601574
Italy,ITA,1997,0.65654963
Italy,ITA,1998,0.66143686
Italy,ITA,1999,0.61665213
Italy,ITA,2000,0.6480019
Italy,ITA,2001,0.58168495
Italy,ITA,2002,0.62034184
Italy,ITA,2003,0.66659075
Italy,ITA,2005,0.45374128
Italy,ITA,2006,0.5919248
Italy,ITA,2007,0.49402517
Italy,ITA,2008,0.4836798
Italy,ITA,2009,0.5631115
Italy,ITA,2010,0.50041586
Italy,ITA,2011,0.53624696
Italy,ITA,2012,0.5235652
Italy,ITA,2013,0.575618
Italy,ITA,2014,0.47284085
Italy,ITA,2015,0.43816194
Italy,ITA,2016,0.48816526
Italy,ITA,2017,0.42807072
Italy,ITA,2018,0.45878398
Italy,ITA,2019,0.36229905
Italy,ITA,2020,0.38017005
Italy,ITA,2021,0.3918718
Jamaica,JAM,2005,13.774788
Jamaica,JAM,2006,11.202987
Jamaica,JAM,2007,11.082203
Jamaica,JAM,2008,12.066162
Jamaica,JAM,2009,11.363855
Jamaica,JAM,2010,10.519538
Jamaica,JAM,2011,8.595769
Jamaica,JAM,2012,9.130657
Jamaica,JAM,2013,9.305262
Jamaica,JAM,2014,7.1315103
Jamaica,JAM,2015,8.245567
Jamaica,JAM,2016,9.568588
Jamaica,JAM,2017,11.316713
Jamaica,JAM,2018,9.111324
Jamaica,JAM,2019,9.03243
Jamaica,JAM,2020,7.9534507
Jamaica,JAM,2021,9.335017
Japan,JPN,1990,0.48381415
Japan,JPN,1991,0.47262672
Japan,JPN,1992,0.47737867
Japan,JPN,1993,0.5011372
Japan,JPN,1994,0.48230052
Japan,JPN,1995,0.5325769
Japan,JPN,1996,0.45612255
Japan,JPN,1997,0.4859776
Japan,JPN,1998,0.5530069
Japan,JPN,1999,0.52374524
Japan,JPN,2000,0.5100754
Japan,JPN,2001,0.48562628
Japan,JPN,2002,0.4844605
Japan,JPN,2003,0.48802626
Japan,JPN,2004,0.5100731
Japan,JPN,2005,0.4878582
Japan,JPN,2006,0.49483487
Japan,JPN,2007,0.43013552
Japan,JPN,2008,0.51656365
Japan,JPN,2009,0.38524142
Japan,JPN,2010,0.36078328
Japan,JPN,2011,0.35638782
Japan,JPN,2012,0.36587995
Japan,JPN,2013,0.29151878
Japan,JPN,2014,0.3148513
Japan,JPN,2015,0.33372357
Japan,JPN,2016,0.30213088
Japan,JPN,2017,0.2659575
Japan,JPN,2018,0.27599838
Japan,JPN,2019,0.28004268
Japan,JPN,2020,0.2905389
Japan,JPN,2021,0.209228
Jordan,JOR,2007,0.9238895
Jordan,JOR,2008,0.93218756
Jordan,JOR,2009,1.093603
Jordan,JOR,2010,1.1285907
Jordan,JOR,2011,0.8102363
Jordan,JOR,2012,0.7128281
Jordan,JOR,2016,0.699497
Jordan,JOR,2017,0.6730633
Jordan,JOR,2018,0.51748574
Jordan,JOR,2019,0.5249773
Jordan,JOR,2020,0.47547078
Jordan,JOR,2021,0.57748306
Kazakhstan,KAZ,2008,4.271936
Kazakhstan,KAZ,2009,4.836819
Kazakhstan,KAZ,2010,3.9483716
Kazakhstan,KAZ,2011,3.7262073
Kazakhstan,KAZ,2012,3.0848024
Kazakhstan,KAZ,2013,3.0881188
Kazakhstan,KAZ,2014,2.2203293
Kazakhstan,KAZ,2015,2.6968434
Kazakhstan,KAZ,2017,2.3172133
Kazakhstan,KAZ,2020,1.521424
Kenya,KEN,2014,2.2653458
Kenya,KEN,2015,2.5916886
Kenya,KEN,2016,2.6488886
Kenya,KEN,2017,1.7568148
Kenya,KEN,2018,1.7362958
Kenya,KEN,2019,1.5421007
Kenya,KEN,2020,1.7134081
Kenya,KEN,2021,2.6415799
Kosovo,OWID_KOS,2008,2.867942
Kosovo,OWID_KOS,2009,1.2284409
Kosovo,OWID_KOS,2010,2.2319012
Kosovo,OWID_KOS,2011,0.99874604
Kosovo,OWID_KOS,2012,1.2124512
Kosovo,OWID_KOS,2013,0.44224745
Kosovo,OWID_KOS,2014,1.3473192
Kosovo,OWID_KOS,2015,1.1344956
Kosovo,OWID_KOS,2016,0.9118368
Kosovo,OWID_KOS,2017,1.4978753
Kosovo,OWID_KOS,2018,1.0500556
Kosovo,OWID_KOS,2019,0.35478523
Kosovo,OWID_KOS,2020,0.95504373
Kosovo,OWID_KOS,2021,0.35988763
Kuwait,KWT,2003,0.580346
Kuwait,KWT,2004,1.2505897
Kuwait,KWT,2005,1.7477744
Kuwait,KWT,2006,0.6132452
Kuwait,KWT,2007,1.1426259
Kuwait,KWT,2008,0.9800781
Kuwait,KWT,2009,1.0045309
Kuwait,KWT,2010,1.0254663
Kuwait,KWT,2011,0.8116569
Kuwait,KWT,2012,0.68660593
Kuwait,KWT,2017,1.4224306
Kuwait,KWT,2018,0.8426907
Kuwait,KWT,2019,0.23489645
Kuwait,KWT,2020,1.0654768
Latvia,LVA,2012,3.3133562
Latvia,LVA,2013,2.1749582
Latvia,LVA,2014,3.3517575
Latvia,LVA,2015,2.7275517
Latvia,LVA,2016,3.1844866
Latvia,LVA,2017,3.9773896
Latvia,LVA,2018,4.1189494
Latvia,LVA,2019,4.0695543
Latvia,LVA,2020,4.1178813
Latvia,LVA,2021,3.57881
Lebanon,LBN,2010,0.95316464
Lebanon,LBN,2011,1.140937
Lebanon,LBN,2012,0.57519835
Lebanon,LBN,2013,0.7346252
Lebanon,LBN,2014,0.6968626
Lebanon,LBN,2015,0.7441339
Lebanon,LBN,2016,0.6945838
Lebanon,LBN,2017,1.1270677
Lebanon,LBN,2018,1.1187258
Lebanon,LBN,2019,0.80868447
Lebanon,LBN,2020,0.9949776
Liechtenstein,LIE,2009,0
Liechtenstein,LIE,2010,0
Liechtenstein,LIE,2011,0
Liechtenstein,LIE,2012,0
Liechtenstein,LIE,2013,0
Liechtenstein,LIE,2014,0
Liechtenstein,LIE,2015,0
Liechtenstein,LIE,2016,0
Liechtenstein,LIE,2017,5.243014
Liechtenstein,LIE,2018,5.2029138
Liechtenstein,LIE,2020,5.11941
Liechtenstein,LIE,2021,5.079752
Lithuania,LTU,1993,4.9816365
Lithuania,LTU,1994,6.114387
Lithuania,LTU,1995,7.6533494
Lithuania,LTU,1996,5.874853
Lithuania,LTU,1997,5.8431144
Lithuania,LTU,1998,4.6658897
Lithuania,LTU,1999,4.7120886
Lithuania,LTU,2000,5.287284
Lithuania,LTU,2001,4.6762166
Lithuania,LTU,2002,3.6934242
Lithuania,LTU,2003,5.555902
Lithuania,LTU,2004,7.058188
Lithuania,LTU,2005,5.5017123
Lithuania,LTU,2006,4.1840854
Lithuania,LTU,2007,4.07386
Lithuania,LTU,2008,4.6475654
Lithuania,LTU,2009,3.7223413
Lithuania,LTU,2010,4.42111
Lithuania,LTU,2011,3.9425535
Lithuania,LTU,2012,3.2069678
Lithuania,LTU,2013,3.6774013
Lithuania,LTU,2014,3.2894268
Lithuania,LTU,2015,3.0786185
Lithuania,LTU,2016,2.9253888
Lithuania,LTU,2017,1.673639
Lithuania,LTU,2018,1.107577
Lithuania,LTU,2019,1.4500414
Lithuania,LTU,2020,1.934536
Lithuania,LTU,2021,1.4875791
Luxembourg,LUX,1996,0.95240813
Luxembourg,LUX,2001,1.7879332
Luxembourg,LUX,2004,0.43221936
Luxembourg,LUX,2006,0.838986
Luxembourg,LUX,2007,1.2394261
Luxembourg,LUX,2009,0
Luxembourg,LUX,2010,1.962027
Luxembourg,LUX,2011,0
Luxembourg,LUX,2012,0
Luxembourg,LUX,2013,0
Luxembourg,LUX,2014,0.72050005
Luxembourg,LUX,2019,0.3245257
Luxembourg,LUX,2020,0
Macao,MAC,1994,2.9910195
Macao,MAC,2008,1.0896708
Macao,MAC,2009,1.0617929
Macao,MAC,2010,0
Macao,MAC,2011,1.0094383
Macao,MAC,2012,0.3291038
Macao,MAC,2013,0.32239658
Macao,MAC,2014,0.31586146
Macao,MAC,2015,0.3094586
Macao,MAC,2016,0
Macao,MAC,2017,0.5937863
Macao,MAC,2018,0.29070908
Macao,MAC,2019,0
Macao,MAC,2020,0.55768096
Macao,MAC,2021,0.8234497
Maldives,MDV,2016,2.0775604
Maldives,MDV,2017,2.5023334
Malta,MLT,2004,1.9431484
Malta,MLT,2005,0.9678551
Malta,MLT,2006,0
Malta,MLT,2007,0.4813084
Malta,MLT,2008,0.47978428
Malta,MLT,2009,1.4327879
Malta,MLT,2010,0.47448573
Malta,MLT,2011,1.4101588
Malta,MLT,2012,1.3932621
Malta,MLT,2013,0
Malta,MLT,2014,0.4505956
Malta,MLT,2015,0.8852691
Malta,MLT,2016,0.8686701
Malta,MLT,2017,0.42591706
Malta,MLT,2018,1.670582
Malta,MLT,2019,1.2295057
Malta,MLT,2020,0.40250033
Malta,MLT,2021,0
Martinique,MTQ,2006,2.3708818
Martinique,MTQ,2007,2.5877593
Martinique,MTQ,2008,2.0051048
Martinique,MTQ,2009,1.4170796
Mauritius,MUS,1990,0.80450195
Mauritius,MUS,1991,0.8024068
Mauritius,MUS,1992,1.5700661
Mauritius,MUS,1993,1.0442548
Mauritius,MUS,1994,2.0280418
Mauritius,MUS,1995,0.86555505
Mauritius,MUS,1996,1.3574294
Mauritius,MUS,1997,0.8123037
Mauritius,MUS,1998,1.1130289
Mauritius,MUS,1999,1.6190376
Mauritius,MUS,2000,1.8692449
Mauritius,MUS,2003,1.7611909
Mauritius,MUS,2004,1.1161907
Mauritius,MUS,2005,2.0838783
Mauritius,MUS,2006,1.9996697
Mauritius,MUS,2007,1.9225643
Mauritius,MUS,2008,2.7345204
Mauritius,MUS,2009,2.48469
Mauritius,MUS,2010,1.2381697
Mauritius,MUS,2011,1.2346689
Mauritius,MUS,2012,1.5395747
Mauritius,MUS,2013,1.6901599
Mauritius,MUS,2014,1.2272093
Mauritius,MUS,2015,0.91918385
Mauritius,MUS,2016,1.5302511
Mauritius,MUS,2017,1.9869442
Mauritius,MUS,2018,2.1375906
Mauritius,MUS,2019,0.91497517
Mauritius,MUS,2020,1.6743891
Mauritius,MUS,2021,1.8237941
Mexico,MEX,1990,3.6700335
Mexico,MEX,1991,3.6308677
Mexico,MEX,1992,3.762936
Mexico,MEX,1993,3.5263271
Mexico,MEX,1994,3.2867484
Mexico,MEX,1995,3.3316934
Mexico,MEX,1996,3.130892
Mexico,MEX,1997,2.8865426
Mexico,MEX,1998,3.1699607
Mexico,MEX,1999,2.872418
Mexico,MEX,2000,2.572003
Mexico,MEX,2001,2.5298545
Mexico,MEX,2002,2.4866664
Mexico,MEX,2003,2.520657
Mexico,MEX,2004,2.2746534
Mexico,MEX,2005,2.4131513
Mexico,MEX,2006,2.3816655
Mexico,MEX,2007,1.9609339
Mexico,MEX,2008,2.5465887
Mexico,MEX,2009,3.4027896
Mexico,MEX,2010,4.209171
Mexico,MEX,2011,4.6217155
Mexico,MEX,2012,4.67826
Mexico,MEX,2013,4.4234467
Mexico,MEX,2014,3.9729073
Mexico,MEX,2015,3.8858464
Mexico,MEX,2016,4.534932
Mexico,MEX,2017,5.469392
Mexico,MEX,2018,5.924644
Mexico,MEX,2019,6.0925145
Mexico,MEX,2020,6.143375
Mexico,MEX,2021,6.1712594
Micronesia (country),FSM,2019,1.8080894
Moldova,MDA,1991,4.068822
Moldova,MDA,1992,5.298366
Moldova,MDA,1993,4.7488265
Moldova,MDA,1994,4.3768325
Moldova,MDA,1995,3.9843552
Moldova,MDA,1996,4.8198323
Moldova,MDA,1997,4.587404
Moldova,MDA,1998,3.9481444
Moldova,MDA,1999,4.333535
Moldova,MDA,2000,5.373717
Moldova,MDA,2001,5.435075
Moldova,MDA,2002,5.795772
Moldova,MDA,2003,4.9794416
Moldova,MDA,2004,4.334754
Moldova,MDA,2005,4.7485037
Moldova,MDA,2006,3.6642866
Moldova,MDA,2007,3.3360054
Moldova,MDA,2008,4.542372
Moldova,MDA,2009,3.6054041
Moldova,MDA,2010,5.2822356
Moldova,MDA,2011,4.6109657
Moldova,MDA,2012,3.4233372
Moldova,MDA,2013,3.8493476
Moldova,MDA,2014,0.9707984
Moldova,MDA,2015,2.7344406
Moldova,MDA,2016,2.838119
Moldova,MDA,2017,2.1584823
Moldova,MDA,2018,2.488102
Moldova,MDA,2019,1.838873
Moldova,MDA,2020,1.6055602
Monaco,MCO,2013,0
Monaco,MCO,2015,0
Mongolia,MNG,2007,5.0769997
Mongolia,MNG,2008,3.7048924
Mongolia,MNG,2009,4.407771
Mongolia,MNG,2010,4.9404674
Mongolia,MNG,2011,4.356066
Mongolia,MNG,2012,4.0634875
Mongolia,MNG,2013,4.055727
Mongolia,MNG,2014,3.6996095
Mongolia,MNG,2015,3.4202776
Mongolia,MNG,2016,2.559187
Mongolia,MNG,2017,2.8893726
Mongolia,MNG,2018,2.8272414
Mongolia,MNG,2019,2.459518
Mongolia,MNG,2020,2.4121954
Mongolia,MNG,2021,2.5499306
Montenegro,MNE,2007,0.92355007
Montenegro,MNE,2008,1.5416325
Montenegro,MNE,2009,2.0625887
Montenegro,MNE,2010,2.162496
Montenegro,MNE,2011,0.92590594
Montenegro,MNE,2012,0.9244009
Montenegro,MNE,2013,0.30782208
Montenegro,MNE,2014,1.2307067
Montenegro,MNE,2015,0.92358136
Montenegro,MNE,2016,0.9247115
Montenegro,MNE,2017,1.2345318
Montenegro,MNE,2018,0.61820936
Montenegro,MNE,2019,1.5479254
Montenegro,MNE,2020,0.93042874
Montenegro,MNE,2021,0.62117106
Montserrat,MSR,1990,0
Montserrat,MSR,1991,0
Montserrat,MSR,1992,0
Montserrat,MSR,1993,0
Montserrat,MSR,1994,22.512383
Montserrat,MSR,1995,0
Montserrat,MSR,1996,0
Montserrat,MSR,1997,0
Montserrat,MSR,1998,0
Montserrat,MSR,1999,0
Montserrat,MSR,2000,0
Montserrat,MSR,2001,0
Montserrat,MSR,2002,0
Montserrat,MSR,2003,0
Montserrat,MSR,2004,0
Montserrat,MSR,2005,0
Montserrat,MSR,2006,0
Montserrat,MSR,2008,0
Montserrat,MSR,2012,41.467964
Morocco,MAR,2009,0.33132908
Morocco,MAR,2012,0.33746234
Morocco,MAR,2013,0.39255956
Morocco,MAR,2014,0.34649247
Morocco,MAR,2015,0.56278026
Morocco,MAR,2016,0.60198736
Morocco,MAR,2017,0.64034754
Morocco,MAR,2018,0.3923725
Morocco,MAR,2019,0.64918417
Morocco,MAR,2020,0.46118838
Morocco,MAR,2021,0.5377243
Myanmar,MMR,2009,0.533799
Myanmar,MMR,2010,0.61052907
Myanmar,MMR,2011,0.40097526
Myanmar,MMR,2012,0.9579893
Myanmar,MMR,2013,0.8196169
Myanmar,MMR,2014,0.804816
Myanmar,MMR,2015,0.8718052
Myanmar,MMR,2016,0.9608047
Myanmar,MMR,2017,0.9799767
Myanmar,MMR,2018,1.0067474
Myanmar,MMR,2019,1.0219071
Myanmar,MMR,2020,0.96953344
Myanmar,MMR,2021,7.2884316
Namibia,NAM,2018,9.647687
Namibia,NAM,2019,8.140577
Namibia,NAM,2020,6.679936
Namibia,NAM,2021,6.799164
Netherlands,NLD,1990,0.5688104
Netherlands,NLD,1991,0.77512336
Netherlands,NLD,1992,0.691511
Netherlands,NLD,1993,0.7129049
Netherlands,NLD,1994,0.6568799
Netherlands,NLD,1995,0.9600447
Netherlands,NLD,1996,0.83993596
Netherlands,NLD,1997,0.79719186
Netherlands,NLD,1998,0.5913197
Netherlands,NLD,1999,0.73820895
Netherlands,NLD,2000,0.74676675
Netherlands,NLD,2001,0.84209
Netherlands,NLD,2002,0.7519667
Netherlands,NLD,2003,0.8960526
Netherlands,NLD,2004,0.6478277
Netherlands,NLD,2005,0.6938939
Netherlands,NLD,2006,0.59417975
Netherlands,NLD,2007,0.5676476
Netherlands,NLD,2008,0.5652788
Netherlands,NLD,2009,0.5986828
Netherlands,NLD,2010,0.64350396
Netherlands,NLD,2011,0.59296745
Netherlands,NLD,2012,0.59019446
Netherlands,NLD,2013,0.6580198
Netherlands,NLD,2014,0.3508324
Netherlands,NLD,2015,0.4888555
Netherlands,NLD,2016,0.3708089
Netherlands,NLD,2017,0.49610457
Netherlands,NLD,2018,0.41362947
Netherlands,NLD,2019,0.4806042
Netherlands,NLD,2020,0.50155985
Netherlands,NLD,2021,0.4202064
New Zealand,NZL,1995,0.6047952
New Zealand,NZL,1996,0.8589907
New Zealand,NZL,1997,1.2439144
New Zealand,NZL,1998,1.110681
New Zealand,NZL,1999,0.54316455
New Zealand,NZL,2000,1.0597905
New Zealand,NZL,2001,1.0683285
New Zealand,NZL,2002,1.3206617
New Zealand,NZL,2003,0.69042474
New Zealand,NZL,2004,0.5738229
New Zealand,NZL,2005,1.2683619
New Zealand,NZL,2006,0.81258684
New Zealand,NZL,2007,0.88125545
New Zealand,NZL,2008,1.0568386
New Zealand,NZL,2009,1.1372858
New Zealand,NZL,2010,1.0142683
New Zealand,NZL,2011,0.6699524
New Zealand,NZL,2012,0.931713
New Zealand,NZL,2013,0.52786607
New Zealand,NZL,2014,0.59406406
New Zealand,NZL,2015,0.684033
New Zealand,NZL,2016,0.92606354
New Zealand,NZL,2017,0.5388131
New Zealand,NZL,2018,1.0183532
New Zealand,NZL,2019,1.3161552
Nicaragua,NIC,2008,2.0100882
Nicaragua,NIC,2009,3.2271154
Nicaragua,NIC,2010,2.625684
Nicaragua,NIC,2011,1.8314441
Nicaragua,NIC,2012,2.0950997
Nicaragua,NIC,2013,2.0938916
Nicaragua,NIC,2015,2.0657375
Nicaragua,NIC,2016,1.4811231
Nicaragua,NIC,2017,1.7645986
Nicaragua,NIC,2018,1.8900924
Nicaragua,NIC,2019,1.5682368
Nicaragua,NIC,2021,3.107994
North Macedonia,MKD,1998,0.9648629
North Macedonia,MKD,1999,0.8586969
North Macedonia,MKD,2000,1.1418409
North Macedonia,MKD,2002,0.8437826
North Macedonia,MKD,2003,1.6409366
North Macedonia,MKD,2004,1.1815035
North Macedonia,MKD,2005,0.89624584
North Macedonia,MKD,2006,0.8653239
North Macedonia,MKD,2007,1.0560732
North Macedonia,MKD,2008,0.8627218
North Macedonia,MKD,2009,1.1480606
North Macedonia,MKD,2010,1.4319283
North Macedonia,MKD,2011,0.3811573
North Macedonia,MKD,2012,1.0467881
North Macedonia,MKD,2013,0.6651362
North Macedonia,MKD,2014,0.94858974
North Macedonia,MKD,2015,0.18944156
North Macedonia,MKD,2016,0.5676126
North Macedonia,MKD,2017,0.37802342
North Macedonia,MKD,2018,0.84981906
North Macedonia,MKD,2019,0.37752268
Norway,NOR,1990,0.53675866
Norway,NOR,1991,0.703214
Norway,NOR,1992,0.5872626
Norway,NOR,1993,0.7887361
Norway,NOR,1994,0.70839876
Norway,NOR,1995,0.719994
Norway,NOR,1996,0.9087213
Norway,NOR,1997,0.5411319
Norway,NOR,1998,0.5525169
Norway,NOR,1999,0.5394707
Norway,NOR,2000,0.9588555
Norway,NOR,2001,0.64005595
Norway,NOR,2002,0.6697896
Norway,NOR,2003,1.0613807
Norway,NOR,2004,0.5182393
Norway,NOR,2005,0.68517154
Norway,NOR,2006,0.8947545
Norway,NOR,2007,0.7183187
Norway,NOR,2008,0.41822165
Norway,NOR,2009,0.4962615
Norway,NOR,2010,0.6133187
Norway,NOR,2011,2.102305
Norway,NOR,2012,0.35979304
Norway,NOR,2013,0.7909038
Norway,NOR,2014,0.5088966
Norway,NOR,2015,0.543024
Norway,NOR,2016,0.42320022
Norway,NOR,2017,0.49648222
Norway,NOR,2018,0.3415066
Norway,NOR,2019,0.6032626
Norway,NOR,2020,0.5624886
Norway,NOR,2021,0.59758097
Oceania (UN),,2000,2.3096845
Oceania (UN),,2001,2.0116916
Oceania (UN),,2002,2.0987945
Oceania (UN),,2003,2.0476577
Oceania (UN),,2004,2.0441668
Oceania (UN),,2005,2.192618
Oceania (UN),,2006,2.008517
Oceania (UN),,2007,1.9251956
Oceania (UN),,2008,2.2111437
Oceania (UN),,2009,1.8478427
Oceania (UN),,2010,2.2863963
Oceania (UN),,2011,2.0592778
Oceania (UN),,2012,2.0569024
Oceania (UN),,2013,2.1080558
Oceania (UN),,2014,2.2450845
Oceania (UN),,2015,2.0740466
Oceania (UN),,2016,2.164603
Oceania (UN),,2017,1.8314923
Oceania (UN),,2018,2.127973
Oceania (UN),,2019,1.7623055
Oceania (UN),,2020,1.9774618
Oceania (UN),,2021,1.6986253
Oman,OMN,2014,0.42316282
Oman,OMN,2015,0.2707505
Oman,OMN,2016,0.32642743
Oman,OMN,2017,0.25301427
Oman,OMN,2018,0.12271527
Oman,OMN,2019,0.35755426
Oman,OMN,2020,0.23220524
Oman,OMN,2021,0.17058025
Palestine,PSE,2010,0.4797419
Palestine,PSE,2011,0.1527207
Palestine,PSE,2012,0.19056948
Palestine,PSE,2015,0.31081212
Palestine,PSE,2017,0.21181647
Palestine,PSE,2018,0.12438647
Palestine,PSE,2019,0.28421065
Palestine,PSE,2020,0.55626625
Palestine,PSE,2021,0.34979066
Panama,PAN,1996,1.6206688
Panama,PAN,1997,2.1405396
Panama,PAN,1998,2.8196936
Panama,PAN,1999,1.2763929
Panama,PAN,2000,1.9395137
Panama,PAN,2001,1.7608535
Panama,PAN,2002,2.5267534
Panama,PAN,2003,2.2710943
Panama,PAN,2004,1.6719643
Panama,PAN,2005,2.161634
Panama,PAN,2006,1.1324195
Panama,PAN,2007,1.2283535
Panama,PAN,2008,1.7797874
Panama,PAN,2009,2.2545092
Panama,PAN,2010,1.715742
Panama,PAN,2011,1.4132259
Panama,PAN,2012,1.820743
Panama,PAN,2013,2.622017
Panama,PAN,2014,1.9709841
Panama,PAN,2015,2.5073543
Panama,PAN,2016,2.188991
Panama,PAN,2017,1.906945
Panama,PAN,2018,1.6826588
Panama,PAN,2019,2.4597564
Panama,PAN,2020,2.1439965
Panama,PAN,2021,1.9772443
Paraguay,PRY,2007,1.6589203
Paraguay,PRY,2008,2.1062744
Paraguay,PRY,2009,2.4376698
Paraguay,PRY,2010,2.5486875
Paraguay,PRY,2011,2.1361477
Paraguay,PRY,2012,2.4808064
Paraguay,PRY,2013,1.742514
Paraguay,PRY,2014,2.2793627
Paraguay,PRY,2015,1.8559213
Paraguay,PRY,2016,1.7650177
Paraguay,PRY,2017,1.8031846
Paraguay,PRY,2018,1.9653095
Paraguay,PRY,2019,1.6617471
Paraguay,PRY,2020,2.094266
Paraguay,PRY,2021,1.9170094
Peru,PER,2011,1.8678387
Peru,PER,2012,2.0955472
Peru,PER,2013,2.0404203
Peru,PER,2014,2.233506
Peru,PER,2015,2.5812783
Peru,PER,2016,3.1837628
Peru,PER,2017,3.2058878
Peru,PER,2018,3.2693014
Peru,PER,2019,2.8568532
Peru,PER,2020,2.1362278
Philippines,PHL,2007,2.1523619
Philippines,PHL,2008,2.6543665
Philippines,PHL,2009,3.4254477
Philippines,PHL,2010,2.5914369
Philippines,PHL,2011,2.1391177
Philippines,PHL,2012,2.2428901
Philippines,PHL,2016,1.8173572
Philippines,PHL,2017,1.2999613
Philippines,PHL,2018,0.9196809
Philippines,PHL,2019,0.7963999
Poland,POL,1990,1.1131489
Poland,POL,1991,1.3691217
Poland,POL,1992,1.1048458
Poland,POL,1993,1.2584438
Poland,POL,1994,1.2602183
Poland,POL,1995,1.2037425
Poland,POL,1996,1.33182
Poland,POL,1999,0.92982584
Poland,POL,2000,1.1545023
Poland,POL,2001,1.0995216
Poland,POL,2002,1.0277907
Poland,POL,2003,1.0325372
Poland,POL,2004,0.7746408
Poland,POL,2005,0.7262429
Poland,POL,2006,0.70579714
Poland,POL,2007,0.5826511
Poland,POL,2008,0.44585168
Poland,POL,2009,0.56425494
Poland,POL,2010,0.59404206
Poland,POL,2011,0.6614188
Poland,POL,2012,0.55583936
Poland,POL,2013,0.42978227
Poland,POL,2014,0.4632424
Poland,POL,2015,0.5630126
Poland,POL,2016,0.35706055
Poland,POL,2017,0.47267848
Poland,POL,2018,0.41747618
Poland,POL,2019,0.4026624
Poland,POL,2020,0.44863033
Poland,POL,2021,0.39932507
Polynesia (UN),,2000,1.1642623
Polynesia (UN),,2001,1.4394984
Polynesia (UN),,2002,1.434306
Polynesia (UN),,2003,1.0897717
Polynesia (UN),,2004,1.1062653
Polynesia (UN),,2005,1.1331434
Polynesia (UN),,2006,1.0928442
Polynesia (UN),,2007,1.5667077
Polynesia (UN),,2008,2.162183
Polynesia (UN),,2009,1.770539
Polynesia (UN),,2010,0.92389196
Polynesia (UN),,2011,0.75731796
Polynesia (UN),,2012,0.91000116
Polynesia (UN),,2013,1.1634179
Polynesia (UN),,2014,1.5091273
Polynesia (UN),,2015,1.7531213
Polynesia (UN),,2016,1.9610083
Polynesia (UN),,2017,2.3504088
Polynesia (UN),,2018,2.4289992
Polynesia (UN),,2019,0.6052223
Polynesia (UN),,2020,1.1691043
Polynesia (UN),,2021,1.1443927
Portugal,PRT,1994,0.77335554
Portugal,PRT,1995,0.6686454
Portugal,PRT,1996,0.5105446
Portugal,PRT,1997,0.5384109
Portugal,PRT,1998,0.59695446
Portugal,PRT,1999,0.62733096
Portugal,PRT,2000,0.6727226
